myPickSelected,hasVisualization,table,symmetry,polish,lxwRatio,fluorescence,depth,cut,culet,color,clarity,shapeName,shapeCode,id,skus,shipsInDaysSet,shipsInDays,pricePerCarat,price,dateSet,date,carat,detailsPageUrl,detailsUrl,_id,
0,FALSE,FALSE,58,Very Good,Excellent,1.01,Faint,62.4,Ideal,None,H,SI2,Round,RD,LD09333184,LD09333184,Call,Call,"$1,880",$940,21-Sep,20-Sep,0.5,./diamond-details/LD09333184,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09333184,59b7181b18087df2bb992dc4
0,FALSE,TRUE,56,Excellent,Excellent,1.01,None,62.8,Ideal,None,H,SI2,Round,RD,LD08464713,LD08464713,Call,Call,"$1,874",$937,21-Sep,20-Sep,0.5,./diamond-details/LD08464713,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08464713,59b7181b18087df2bb992dc3
0,FALSE,FALSE,56,Excellent,Excellent,1.01,Faint,62.1,Ideal,None,H,SI2,Round,RD,LD09094883,LD09094883,Call,Call,"$1,952",$976,21-Sep,20-Sep,0.5,./diamond-details/LD09094883,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09094883,59b7181b18087df2bb992dc5
0,FALSE,FALSE,58,Excellent,Very Good,1.01,Medium,62,Ideal,None,H,SI2,Round,RD,LD09128827,LD09128827,Call,Call,"$2,000","$1,000",21-Sep,20-Sep,0.5,./diamond-details/LD09128827,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09128827,59b7181b18087df2bb992dc8
0,FALSE,FALSE,56,Excellent,Excellent,1,Faint,62.1,Ideal,None,H,SI2,Round,RD,LD09320993,LD09320993,Call,Call,"$1,974",$987,21-Sep,20-Sep,0.5,./diamond-details/LD09320993,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09320993,59b7181b18087df2bb992dc7
0,FALSE,FALSE,58,Excellent,Very Good,1.01,None,62.1,Ideal,None,H,SI2,Round,RD,LD09351067,LD09351067,Call,Call,"$2,002","$1,001",21-Sep,20-Sep,0.5,./diamond-details/LD09351067,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09351067,59b7181b18087df2bb992dc9
0,FALSE,FALSE,57,Excellent,Excellent,1,None,62.4,Ideal,None,H,SI2,Round,RD,LD09162481,LD09162481,Call,Call,"$1,958",$979,19-Sep,18-Sep,0.5,./diamond-details/LD09162481,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09162481,59b7181b18087df2bb992dc6
0,FALSE,FALSE,60,Very Good,Very Good,1.01,None,59.4,Ideal,None,H,SI2,Round,RD,LD09094884,LD09094884,Call,Call,"$2,030","$1,015",21-Sep,20-Sep,0.5,./diamond-details/LD09094884,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09094884,59b7181b18087df2bb992dca
0,FALSE,FALSE,58,Excellent,Excellent,1.01,Medium,62.7,Ideal,None,H,SI2,Round,RD,LD09274566,LD09274566,Call,Call,"$2,038","$1,019",21-Sep,20-Sep,0.5,./diamond-details/LD09274566,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09274566,59b7181b18087df2bb992dcb
0,FALSE,FALSE,59,Very Good,Excellent,1.01,None,60,Ideal,None,H,SI2,Round,RD,LD08799858,LD08799858,Call,Call,"$2,040","$1,020",21-Sep,20-Sep,0.5,./diamond-details/LD08799858,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08799858,59b7181b18087df2bb992dcc
0,FALSE,TRUE,56,Very Good,Very Good,1.01,None,62.4,Ideal,None,H,SI2,Round,RD,LD09243552,LD09243552,Call,Call,"$2,046","$1,023",19-Sep,18-Sep,0.5,./diamond-details/LD09243552,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09243552,59b7181b18087df2bb992dcd
0,FALSE,TRUE,59,Excellent,Excellent,1,Faint,60,Ideal,None,H,SI2,Round,RD,LD08906521,LD08906521,Call,Call,"$2,054","$1,027",19-Sep,18-Sep,0.5,./diamond-details/LD08906521,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08906521,59b7181b18087df2bb992dce
0,FALSE,TRUE,58,Very Good,Excellent,1.01,Faint,62.5,Ideal,None,H,SI2,Round,RD,LD09233721,LD09233721,Call,Call,"$2,054","$1,027",19-Sep,18-Sep,0.5,./diamond-details/LD09233721,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09233721,59b7181b18087df2bb992dcf
0,FALSE,FALSE,57,Very Good,Excellent,1,None,60.6,Ideal,None,H,SI2,Round,RD,LD08560012,LD08560012,Call,Call,"$2,064","$1,032",21-Sep,20-Sep,0.5,./diamond-details/LD08560012,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08560012,59b7181b18087df2bb992dd0
0,FALSE,FALSE,59,Very Good,Excellent,1.01,None,61.9,Ideal,None,H,SI2,Round,RD,LD07561757,LD07561757,Call,Call,"$2,072","$1,036",21-Sep,20-Sep,0.5,./diamond-details/LD07561757,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07561757,59b7181b18087df2bb992dd1
0,FALSE,FALSE,59,Excellent,Excellent,1.01,Strong,61.2,Ideal,None,H,SI2,Round,RD,LD08937627,LD08937627,Call,Call,"$2,086","$1,043",21-Sep,20-Sep,0.5,./diamond-details/LD08937627,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08937627,59b7181b18087df2bb992dd2
0,FALSE,TRUE,56,Excellent,Excellent,1.01,Faint,63.4,Ideal,None,H,SI2,Round,RD,LD09244397,LD09244397,Call,Call,"$2,086","$1,043",19-Sep,18-Sep,0.5,./diamond-details/LD09244397,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09244397,59b7181b18087df2bb992dd3
0,FALSE,FALSE,60,Excellent,Excellent,1.01,None,61.7,Ideal,None,H,SI2,Round,RD,LD09350229,LD09350229,Call,Call,"$2,102","$1,051",21-Sep,20-Sep,0.5,./diamond-details/LD09350229,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09350229,59b7181b18087df2bb992dd4
0,FALSE,FALSE,61,Excellent,Excellent,1.01,None,61.2,Ideal,None,H,SI2,Round,RD,LD09352979,LD09352979,Call,Call,"$2,106","$1,053",19-Sep,18-Sep,0.5,./diamond-details/LD09352979,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09352979,59b7181b18087df2bb992dd5
0,FALSE,TRUE,57,Very Good,Excellent,1.01,None,62.4,Ideal,None,H,SI2,Round,RD,LD09353758,LD09353758,Call,Call,"$2,106","$1,053",21-Sep,20-Sep,0.5,./diamond-details/LD09353758,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09353758,59b7181b18087df2bb992dd6
0,FALSE,TRUE,61,Excellent,Excellent,1.01,None,60.4,Ideal,None,H,SI2,Round,RD,LD08536084,LD08536084,Call,Call,"$2,116","$1,058",21-Sep,20-Sep,0.5,./diamond-details/LD08536084,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08536084,59b7181b18087df2bb992dd8
0,FALSE,TRUE,56,Very Good,Very Good,1,None,61.8,Ideal,None,H,SI2,Round,RD,LD09353759,LD09353759,Call,Call,"$2,106","$1,053",21-Sep,20-Sep,0.5,./diamond-details/LD09353759,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09353759,59b7181b18087df2bb992dd7
0,FALSE,TRUE,57,Excellent,Excellent,1.01,None,62.4,Ideal,None,H,SI2,Round,RD,LD08589662,LD08589662,Call,Call,"$2,116","$1,058",21-Sep,20-Sep,0.5,./diamond-details/LD08589662,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08589662,59b7181b18087df2bb992dd9
0,FALSE,FALSE,61,Very Good,Very Good,1.01,Medium,61.4,Ideal,None,H,SI2,Round,RD,LD09279062,LD09279062,Call,Call,"$2,116","$1,058",21-Sep,20-Sep,0.5,./diamond-details/LD09279062,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09279062,59b7181b18087df2bb992dda
0,FALSE,TRUE,59,Excellent,Excellent,1.01,Faint,61.1,Ideal,None,H,SI2,Round,RD,LD08268100,LD08268100,Call,Call,"$2,126","$1,063",21-Sep,20-Sep,0.5,./diamond-details/LD08268100,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08268100,59b7181b18087df2bb992ddb
0,FALSE,FALSE,60,Excellent,Excellent,1,None,61.5,Ideal,None,H,SI2,Round,RD,LD09342123,LD09342123,Call,Call,"$2,128","$1,064",21-Sep,20-Sep,0.5,./diamond-details/LD09342123,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09342123,59b7181b18087df2bb992ddc
0,FALSE,FALSE,60,Very Good,Very Good,1,None,60.9,Ideal,None,H,SI2,Round,RD,LD08973856,LD08973856,Call,Call,"$2,132","$1,066",21-Sep,20-Sep,0.5,./diamond-details/LD08973856,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08973856,59b7181b18087df2bb992ddd
0,FALSE,TRUE,57,Excellent,Excellent,1.01,None,62.9,Ideal,None,H,SI2,Round,RD,LD09353868,LD09353868,Call,Call,"$2,136","$1,068",21-Sep,20-Sep,0.5,./diamond-details/LD09353868,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09353868,59b7181b18087df2bb992ddf
0,FALSE,TRUE,60,Excellent,Very Good,1,None,61.6,Ideal,None,H,SI2,Round,RD,LD09348062,LD09348062,Call,Call,"$2,136","$1,068",15-Sep,14-Sep,0.5,./diamond-details/LD09348062,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09348062,59b7181b18087df2bb992dde
0,FALSE,FALSE,56,Very Good,Excellent,1.01,None,62.7,Ideal,None,H,SI2,Round,RD,LD09275345,LD09275345,Call,Call,"$2,140","$1,070",21-Sep,20-Sep,0.5,./diamond-details/LD09275345,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09275345,59b7181b18087df2bb992de0
0,FALSE,FALSE,58,Excellent,Excellent,1,None,61.9,Ideal,None,H,SI2,Round,RD,LD09346250,LD09346250,Call,Call,"$2,144","$1,072",21-Sep,20-Sep,0.5,./diamond-details/LD09346250,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09346250,59b7181b18087df2bb992de1
0,FALSE,FALSE,61,Excellent,Excellent,1,None,58.3,Ideal,None,H,SI2,Round,RD,LD09199109,LD09199109,Call,Call,"$2,148","$1,074",21-Sep,20-Sep,0.5,./diamond-details/LD09199109,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09199109,59b7181b18087df2bb992de2
0,FALSE,FALSE,60,Excellent,Excellent,1.01,None,62.1,Ideal,None,H,SI2,Round,RD,LD09328584,LD09328584,Call,Call,"$2,148","$1,074",21-Sep,20-Sep,0.5,./diamond-details/LD09328584,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09328584,59b7181b18087df2bb992de3
0,FALSE,FALSE,58,Very Good,Excellent,1.01,None,61.7,Ideal,None,H,SI2,Round,RD,LD09346799,LD09346799,Call,Call,"$2,148","$1,074",21-Sep,20-Sep,0.5,./diamond-details/LD09346799,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09346799,59b7181b18087df2bb992de4
0,FALSE,TRUE,60,Excellent,Excellent,1,None,59.9,Ideal,None,H,SI2,Round,RD,LD09341380,LD09341380,Call,Call,"$2,154","$1,077",21-Sep,20-Sep,0.5,./diamond-details/LD09341380,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09341380,59b7181b18087df2bb992de5
0,FALSE,FALSE,58,Very Good,Very Good,1.01,Faint,61.8,Ideal,None,H,SI2,Round,RD,LD09329544,LD09329544,Call,Call,"$2,158","$1,079",21-Sep,20-Sep,0.5,./diamond-details/LD09329544,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09329544,59b7181b18087df2bb992de6
0,FALSE,FALSE,60,Very Good,Very Good,1.01,Faint,62.2,Ideal,None,H,SI2,Round,RD,LD09009312,LD09009312,Call,Call,"$2,166","$1,083",21-Sep,20-Sep,0.5,./diamond-details/LD09009312,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09009312,59b7181b18087df2bb992de7
0,FALSE,FALSE,57,Excellent,Very Good,1.01,None,62.7,Ideal,None,H,SI2,Round,RD,LD09357776,LD09357776,Call,Call,"$2,170","$1,085",21-Sep,20-Sep,0.5,./diamond-details/LD09357776,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09357776,59b7181b18087df2bb992de8
0,FALSE,FALSE,58,Very Good,Excellent,1.01,Faint,60.5,Ideal,None,H,SI2,Round,RD,LD09306745,LD09306745,Call,Call,"$2,172","$1,086",21-Sep,20-Sep,0.5,./diamond-details/LD09306745,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09306745,59b7181b18087df2bb992de9
0,FALSE,FALSE,59,Excellent,Excellent,1.01,None,62.4,Ideal,None,H,SI2,Round,RD,LD08941636,LD08941636,Call,Call,"$2,176","$1,088",21-Sep,20-Sep,0.5,./diamond-details/LD08941636,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08941636,59b7181b18087df2bb992deb
0,FALSE,FALSE,58,Excellent,Very Good,1.01,None,62.1,Ideal,None,H,SI2,Round,RD,LD08892928,LD08892928,Call,Call,"$2,176","$1,088",21-Sep,20-Sep,0.5,./diamond-details/LD08892928,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08892928,59b7181b18087df2bb992dea
0,FALSE,FALSE,61,Very Good,Excellent,1,None,59,Ideal,Very Small,H,SI2,Round,RD,LD09286547,LD09286547,Call,Call,"$2,178","$1,089",21-Sep,20-Sep,0.5,./diamond-details/LD09286547,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09286547,59b7181b18087df2bb992dec
0,FALSE,FALSE,57,Excellent,Excellent,1.01,Medium,62.6,Ideal,None,H,SI2,Round,RD,LD08741152,LD08741152,Call,Call,"$2,186","$1,093",21-Sep,20-Sep,0.5,./diamond-details/LD08741152,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08741152,59b7181b18087df2bb992ded
0,FALSE,FALSE,59,Excellent,Excellent,1.01,None,60.6,Ideal,None,H,SI2,Round,RD,LD08746641,LD08746641,Call,Call,"$2,190","$1,095",21-Sep,20-Sep,0.5,./diamond-details/LD08746641,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08746641,59b7181b18087df2bb992dee
0,FALSE,TRUE,59,Excellent,Excellent,1.01,None,62.4,Ideal,None,H,SI2,Round,RD,LD09341379,LD09341379,Call,Call,"$2,196","$1,098",21-Sep,20-Sep,0.5,./diamond-details/LD09341379,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09341379,59b7181b18087df2bb992df0
0,FALSE,FALSE,56,Excellent,Excellent,1.01,None,62.8,Ideal,None,H,SI2,Round,RD,LD09353898,LD09353898,Call,Call,"$2,194","$1,097",21-Sep,20-Sep,0.5,./diamond-details/LD09353898,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09353898,59b7181b18087df2bb992def
0,FALSE,FALSE,58,Excellent,Very Good,1.01,None,62.2,Ideal,None,H,SI2,Round,RD,LD08693362,LD08693362,Call,Call,"$2,202","$1,101",21-Sep,20-Sep,0.5,./diamond-details/LD08693362,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08693362,59b7181b18087df2bb992df1
0,FALSE,FALSE,58,Excellent,Very Good,1,None,62.5,Ideal,None,H,SI2,Round,RD,LD08722534,LD08722534,Call,Call,"$2,202","$1,101",21-Sep,20-Sep,0.5,./diamond-details/LD08722534,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08722534,59b7181b18087df2bb992df2
0,FALSE,FALSE,60,Excellent,Excellent,1,None,61.1,Ideal,None,H,SI2,Round,RD,LD08937628,LD08937628,Call,Call,"$2,202","$1,101",21-Sep,20-Sep,0.5,./diamond-details/LD08937628,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08937628,59b7181b18087df2bb992df3
0,FALSE,FALSE,55,Very Good,Excellent,1.01,None,63.1,Ideal,None,H,SI2,Round,RD,LD09054742,LD09054742,Call,Call,"$2,202","$1,101",21-Sep,20-Sep,0.5,./diamond-details/LD09054742,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09054742,59b7181b18087df2bb992df4
0,FALSE,FALSE,57,Excellent,Excellent,1,None,60.7,Ideal,None,H,SI2,Round,RD,LD09267082,LD09267082,Call,Call,"$2,202","$1,101",21-Sep,20-Sep,0.5,./diamond-details/LD09267082,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09267082,59b7181b18087df2bb992df5
0,FALSE,FALSE,59,Excellent,Excellent,1,None,59.6,Ideal,None,H,SI2,Round,RD,LD09273304,LD09273304,Call,Call,"$2,204","$1,102",21-Sep,20-Sep,0.5,./diamond-details/LD09273304,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09273304,59b7181b18087df2bb992df6
0,FALSE,FALSE,59,Excellent,Excellent,1,None,61.9,Ideal,None,H,SI2,Round,RD,LD09208650,LD09208650,Call,Call,"$2,206","$1,103",21-Sep,20-Sep,0.5,./diamond-details/LD09208650,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09208650,59b7181b18087df2bb992df7
0,FALSE,FALSE,57,Very Good,Very Good,1.01,None,61.8,Ideal,None,H,SI2,Round,RD,LD09314465,LD09314465,Call,Call,"$2,208","$1,104",21-Sep,20-Sep,0.5,./diamond-details/LD09314465,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09314465,59b7181b18087df2bb992df8
0,FALSE,FALSE,58,Excellent,Excellent,1,Medium,62.4,Ideal,None,H,SI2,Round,RD,LD09325079,LD09325079,Call,Call,"$2,208","$1,104",21-Sep,20-Sep,0.5,./diamond-details/LD09325079,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09325079,59b7181b18087df2bb992df9
0,FALSE,FALSE,57,Excellent,Excellent,1,None,62.7,Ideal,None,H,SI2,Round,RD,LD09049087,LD09049087,Call,Call,"$2,210","$1,105",21-Sep,20-Sep,0.5,./diamond-details/LD09049087,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09049087,59b7181b18087df2bb992dfa
0,FALSE,FALSE,58,Excellent,Excellent,1,None,62.6,Ideal,None,H,SI2,Round,RD,LD09344242,LD09344242,Call,Call,"$2,210","$1,105",21-Sep,20-Sep,0.5,./diamond-details/LD09344242,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09344242,59b7181b18087df2bb992dfb
0,FALSE,FALSE,58,Excellent,Excellent,1,None,60.9,Ideal,None,H,SI2,Round,RD,LD09344333,LD09344333,Call,Call,"$2,210","$1,105",21-Sep,20-Sep,0.5,./diamond-details/LD09344333,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09344333,59b7181b18087df2bb992dfc
0,FALSE,FALSE,58,Excellent,Very Good,1.01,None,62.5,Ideal,None,H,SI2,Round,RD,LD08958467,LD08958467,Call,Call,"$2,214","$1,107",21-Sep,20-Sep,0.5,./diamond-details/LD08958467,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08958467,59b7181b18087df2bb992dfd
0,FALSE,TRUE,59,Excellent,Excellent,1.01,None,61.9,Ideal,None,H,SI2,Round,RD,LD08583288,LD08583288,Call,Call,"$2,222","$1,111",21-Sep,20-Sep,0.5,./diamond-details/LD08583288,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08583288,59b7181b18087df2bb992dfe
0,FALSE,TRUE,57,Excellent,Excellent,1,None,62.1,Ideal,None,H,SI2,Round,RD,LD08816003,LD08816003,Call,Call,"$2,222","$1,111",21-Sep,20-Sep,0.5,./diamond-details/LD08816003,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08816003,59b7181b18087df2bb992dff
0,FALSE,TRUE,58,Excellent,Excellent,1,None,60.6,Ideal,None,H,SI2,Round,RD,LD09132776,LD09132776,Call,Call,"$2,232","$1,116",21-Sep,20-Sep,0.5,./diamond-details/LD09132776,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09132776,59b7181b18087df2bb992e00
0,FALSE,FALSE,58,Excellent,Excellent,1.01,None,61.5,Ideal,None,H,SI2,Round,RD,LD09265202,LD09265202,Call,Call,"$2,232","$1,116",21-Sep,20-Sep,0.5,./diamond-details/LD09265202,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09265202,59b7181b18087df2bb992e01
0,FALSE,FALSE,58,Excellent,Excellent,1.01,None,62.6,Ideal,None,H,SI2,Round,RD,LD09357775,LD09357775,Call,Call,"$2,232","$1,116",21-Sep,20-Sep,0.5,./diamond-details/LD09357775,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09357775,59b7181b18087df2bb992e02
0,FALSE,FALSE,57,Excellent,Very Good,1.01,Faint,61.9,Ideal,None,H,SI2,Round,RD,LD09306746,LD09306746,Call,Call,"$2,234","$1,117",21-Sep,20-Sep,0.5,./diamond-details/LD09306746,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09306746,59b7181b18087df2bb992e04
0,FALSE,FALSE,59,Excellent,Excellent,1.01,Faint,61,Ideal,None,H,SI2,Round,RD,LD08853473,LD08853473,Call,Call,"$2,234","$1,117",21-Sep,20-Sep,0.5,./diamond-details/LD08853473,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08853473,59b7181b18087df2bb992e03
0,FALSE,FALSE,57,Excellent,Excellent,1.01,Medium,62.5,Ideal,None,H,SI2,Round,RD,LD09279066,LD09279066,Call,Call,"$2,238","$1,119",21-Sep,20-Sep,0.5,./diamond-details/LD09279066,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09279066,59b7181b18087df2bb992e05
0,FALSE,FALSE,55,Excellent,Excellent,1,None,63.1,Ideal,None,H,SI2,Round,RD,LD09346830,LD09346830,Call,Call,"$2,238","$1,119",21-Sep,20-Sep,0.5,./diamond-details/LD09346830,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09346830,59b7181b18087df2bb992e06
0,FALSE,FALSE,58,Excellent,Excellent,1.01,Faint,62.2,Ideal,None,H,SI2,Round,RD,LD09333178,LD09333178,Call,Call,"$2,250","$1,125",21-Sep,20-Sep,0.5,./diamond-details/LD09333178,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09333178,59b7181b18087df2bb992e07
0,FALSE,FALSE,58,Excellent,Excellent,1.01,Faint,62.3,Ideal,None,H,SI2,Round,RD,LD09333180,LD09333180,Call,Call,"$2,250","$1,125",21-Sep,20-Sep,0.5,./diamond-details/LD09333180,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09333180,59b7181b18087df2bb992e08
0,FALSE,FALSE,60,Excellent,Excellent,1,None,59.4,Ideal,None,H,SI2,Round,RD,LD08512519,LD08512519,Call,Call,"$2,252","$1,126",21-Sep,20-Sep,0.5,./diamond-details/LD08512519,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08512519,59b7181b18087df2bb992e09
0,FALSE,FALSE,56,Excellent,Excellent,1.01,None,62.7,Ideal,None,H,SI2,Round,RD,LD08983845,LD08983845,Call,Call,"$2,252","$1,126",21-Sep,20-Sep,0.5,./diamond-details/LD08983845,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08983845,59b7181b18087df2bb992e0a
0,FALSE,FALSE,60,Excellent,Excellent,1.01,None,61.1,Ideal,None,H,SI2,Round,RD,LD08654415,LD08654415,Call,Call,"$2,258","$1,129",19-Sep,18-Sep,0.5,./diamond-details/LD08654415,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08654415,59b7181b18087df2bb992e0b
0,FALSE,FALSE,60,Excellent,Excellent,1,None,60.5,Ideal,None,H,SI2,Round,RD,LD08654416,LD08654416,Call,Call,"$2,258","$1,129",19-Sep,18-Sep,0.5,./diamond-details/LD08654416,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08654416,59b7181b18087df2bb992e0c
0,FALSE,FALSE,58,Very Good,Excellent,1.01,None,62.4,Ideal,None,H,SI2,Round,RD,LD09266037,LD09266037,Call,Call,"$2,258","$1,129",21-Sep,20-Sep,0.5,./diamond-details/LD09266037,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09266037,59b7181b18087df2bb992e0d
0,FALSE,FALSE,57,Excellent,Excellent,1.01,Faint,62.4,Ideal,None,H,SI2,Round,RD,LD09200378,LD09200378,Call,Call,"$2,264","$1,132",21-Sep,20-Sep,0.5,./diamond-details/LD09200378,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09200378,59b7181b18087df2bb992e0e
0,FALSE,FALSE,58,Excellent,Excellent,1,None,60.2,Ideal,None,H,SI2,Round,RD,LD09187924,LD09187924,Call,Call,"$2,266","$1,133",21-Sep,20-Sep,0.5,./diamond-details/LD09187924,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD09187924,59b7181b18087df2bb992e0f
